metric,llm,harness,workflow,reasoning_effort,runs_attempted,runs_successfully_completed,runs_ended_with_errors,median_output_tokens_per_completed_run,expected-unmasked,expected-unmasked_ci95_low,expected-unmasked_ci95_high,expected-masked,expected-masked_ci95_low,expected-masked_ci95_high,surprising-unmasked,surprising-unmasked_ci95_low,surprising-unmasked_ci95_high,surprising-masked,surprising-masked_ci95_low,surprising-masked_ci95_high
Exploration E,claude-opus-5,Custom runner,deliberative,medium,20,18,2,1222954.0,64.17777777777778,63.2,65.15555555555554,58.044444444444444,54.75555555555555,61.333333333333336,64.66666666666667,64.66666666666667,64.66666666666667,62.0,61.06666666666666,63.2
Exploration E,Inferact/Qwen3.8-27B-NVFP4,Biomni,Biomni,xhigh,40,34,6,81632.5,65.86666666666667,64.71111111111111,66.66666666666666,66.66666666666667,66.66666666666666,66.66666666666666,59.400000000000006,46.06666666666667,66.46666666666667,66.66666666666667,66.66666666666666,66.66666666666666
Exploration E,Inferact/Qwen3.8-27B-NVFP4,Custom runner,persistent,medium,40,38,2,183076.0,64.75555555555556,64.35555555555557,65.20000000000002,59.422222222222224,56.0,62.133333333333326,64.66666666666667,64.13333333333333,65.13333333333334,61.06666666666666,60.266666666666666,62.0
Exploration E,Inferact/Qwen3.8-27B-NVFP4,Custom runner,sequential,medium,40,40,0,265093.5,63.51111111111111,61.955555555555556,64.8,58.71111111111111,55.51111111111112,60.88888888888889,63.6,62.06666666666666,64.93333333333334,57.46666666666667,51.06666666666667,61.4
Exploration E,Inferact/Qwen3.8-27B-NVFP4,Custom runner,deliberative,medium,40,40,0,822696.5,65.02222222222223,64.17777777777778,65.77777777777779,51.28888888888889,40.84444444444445,60.71111111111111,64.93333333333334,64.4,65.46666666666667,48.0,37.266666666666666,57.6
Exploration E,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,persistent,medium,40,37,3,199780,62.53333333333333,60.13333333333334,64.35555555555555,62.266666666666666,59.06666666666666,64.22222222222223,63.46666666666667,62.46666666666666,64.33333333333334,63.93333333333334,62.66666666666667,64.93333333333334
Exploration E,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,sequential,medium,40,40,0,310695.5,62.977777777777774,60.35555555555557,64.62222222222223,63.77777777777778,62.84444444444445,64.62222222222223,56.86666666666667,50.33333333333333,62.133333333333326,64.33333333333333,63.6,65.0
Exploration E,RedHatAI/Gemma-4-31B-IT-FP8-Dynamic,Custom runner,deliberative,medium,40,33,7,810756,64.93333333333334,63.511111111111106,65.82222222222222,62.75555555555556,60.177777777777784,64.35555555555557,62.2,58.8,64.73333333333332,64.46666666666667,63.533333333333324,65.13333333333334
Evidence responsiveness B,gpt-6-astra,Codex,persistent,medium,40,40,0,85653.0,100.0,100.0,100.0,94.24603174603175,89.16666666666666,98.33333333333334,87.5,80.0,94.62962962962962,95.35714285714285,91.66666666666666,98.4920634920635
Evidence responsiveness B,gpt-6-astra,Codex,sequential,medium,40,39,1,80126,87.5,76.19047619047619,100.0,96.94444444444444,92.5,100.0,96.15873015873015,92.3174603174603,100.0,93.66666666666667,87.83333333333333,98.66666666666667
Evidence responsiveness B,gpt-6-astra,Codex,deliberative,medium,40,40,0,255276.0,97.61904761904762,92.5925925925926,100.0,97.22222222222221,93.33333333333333,100.0,97.94444444444444,94.5,100.0,97.77777777777777,94.44444444444446,100.0
Evidence responsiveness B,gpt-5.6-sol,Codex,persistent,medium,40,40,0,172152.0,87.03703703703704,77.77777777777779,95.23809523809524,93.05555555555556,86.41975308641975,100.0,79.81481481481481,72.63888888888889,87.5,89.16666666666667,81.66666666666667,96.66666666666667
Evidence responsiveness B,gpt-5.6-sol,Codex,sequential,medium,40,40,0,176867.5,91.59722222222221,85.0,97.22222222222221,87.22222222222223,80.55555555555554,93.33333333333333,88.75992063492065,80.47619047619047,95.8068783068783,84.72222222222221,74.44444444444444,93.88888888888887
Evidence responsiveness B,gpt-5.6-sol,Codex,deliberative,medium,40,38,2,547345.5,91.72222222222221,84.77777777777776,97.5,89.44444444444444,76.66666666666666,100.0,91.38888888888889,84.44444444444444,97.22222222222223,90.94444444444446,84.4986111111111,97.22222222222221
Evidence responsiveness B,gpt-5.6-terra,Codex,persistent,medium,40,40,0,56127.5,86.80555555555556,78.125,95.55555555555556,87.77777777777777,68.8888888888889,100.0,83.42592592592592,71.11111111111111,95.83333333333334,92.22222222222223,85.0,98.33333333333334
Evidence responsiveness B,gpt-5.6-terra,Codex,sequential,medium,40,39,1,58512,90.625,79.76190476190476,100.0,91.11111111111111,76.66666666666667,100.0,83.9506172839506,73.61111111111111,94.44444444444443,94.41358024691358,87.85670194003528,100.0
Evidence responsiveness B,gpt-5.6-terra,Codex,deliberative,medium,40,39,1,160931,80.0,66.11111111111111,93.33333333333333,92.77777777777779,80.0,100.0,89.56643151087596,79.38712522045856,97.61904761904762,91.05555555555556,85.44444444444444,96.66666666666667
Evidence responsiveness B,gpt-5.6-luna,Codex,persistent,medium,40,36,4,77247.5,70.9814814814815,57.88160273368607,82.66666666666667,79.01731601731602,66.46320346320347,90.59292929292928,92.99603174603175,85.49404761904762,98.33333333333334,80.06613756613757,67.14285714285714,90.39682539682539
Evidence responsiveness B,gpt-5.6-luna,Codex,sequential,medium,40,39,1,79146,78.42151675485009,65.04642857142856,89.3015873015873,76.38888888888889,60.92592592592593,91.11111111111111,78.39285714285714,70.52876984126985,86.03174603174604,74.97089947089948,63.61904761904762,84.92460317460312
